No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
,2019,12,31,17,42,15,22,1004,SW,43.74491671,9,4
,2013,3,30,16,153,-18,9,998,NW,10.57303089,5,2
,2010,9,6,10,93,-21,11,1016,SE,15.52825152,3,2
,2011,5,17,11,297,-8,30,997,SE,20.29002405,9,0
,2016,5,1,2,132,-13,10,995,SE,11.22733848,4,3
,2019,1,18,14,64,1,26,1025,NE,16.60200353,8,8
,2010,10,11,5,289,2,16,1013,SE,44.167526,1,1
,2015,12,11,4,256,5,27,992,SW,6.932739601,2,9
,2013,12,28,7,212,-3,24,1015,NE,22.18737968,2,3
,2012,2,12,9,147,-15,27,1025,SE,15.54834879,8,8
,2016,9,2,2,60,-15,29,1010,SW,3.858236088,2,8
,2018,7,16,11,148,-13,-5,1002,SW,4.806266458,9,7
,2014,4,22,11,87,-23,21,1000,NW,39.24399562,4,1
,2015,7,10,9,277,11,5,997,SE,42.61665096,5,2
,2016,10,26,18,81,-15,17,1003,SE,37.07038003,5,5
,2019,12,21,20,128,24,5,1022,NW,26.96145272,5,1
,2022,2,14,16,285,25,16,991,SW,38.63297326,0,2
,2021,12,30,13,279,-20,-8,990,SE,7.600787885,5,0
,2015,5,7,6,269,-25,38,1000,NW,39.01008003,0,3
,2015,12,8,18,291,-30,10,995,NW,21.17376094,5,5
,2012,9,26,10,202,-19,27,1021,SW,37.51577672,9,0
,2020,11,10,17,23,26,27,1004,SW,11.38746972,5,0
,2012,2,10,6,207,7,19,1001,SE,41.62717104,2,7
,2014,3,10,16,279,-3,11,1026,SE,28.40582729,2,6
,2016,5,14,0,204,14,8,1018,NE,0.366875518,5,6
,2021,5,19,8,151,27,20,1011,SW,25.96335841,1,6
,2022,8,9,6,25,-14,9,1003,NE,15.51397397,4,4
,2015,7,17,13,193,-30,36,1008,NE,2.875093094,9,3
,2011,3,19,15,237,1,8,994,NW,22.36547945,2,6
,2012,5,2,2,74,-23,-9,1024,NW,15.57350776,4,2
,2021,8,15,15,162,23,29,1014,SE,10.21950819,2,8
,2014,5,6,20,298,9,28,1027,SW,17.45610013,1,1
,2022,2,29,12,28,25,16,998,SW,8.980360811,3,0
,2016,10,29,17,164,12,-3,996,NE,14.99060305,4,7
,2022,2,28,20,185,15,34,1007,NE,5.76671884,5,5
,2022,1,16,8,53,-7,16,991,SE,4.215629511,1,3
,2015,6,17,4,294,-21,4,999,NW,45.50097134,2,9
,2022,1,24,12,41,16,1,991,SW,45.13829006,2,8
,2019,8,28,16,284,8,36,997,SW,41.40025993,5,4
,2012,1,10,23,137,8,3,996,SW,11.51627671,0,0
,2016,8,12,14,186,-21,-4,1024,SW,36.29453051,6,0
,2014,6,26,14,203,5,6,1012,NW,29.48560661,7,6
,2019,9,12,5,41,-6,15,997,SE,2.561670684,6,0
,2013,3,19,17,287,29,26,1010,SE,44.97928754,3,5
,2021,7,6,21,25,19,9,1022,NW,49.89910436,6,6
,2015,2,2,15,55,28,-1,990,SE,35.43607197,0,9
,2011,5,21,8,252,26,8,1001,SE,11.57539076,7,4
,2016,12,18,2,121,-21,7,1000,NE,27.72047971,9,2
,2011,1,7,4,105,-12,19,1019,NW,5.469024593,9,2
,2016,5,31,6,129,15,19,993,SE,14.93896099,2,1
,2017,8,5,12,157,14,14,1023,NE,35.86280097,8,0
,2011,10,24,1,230,-16,13,1012,NW,15.05371161,0,7
,2017,3,22,10,90,-15,-1,1021,NW,7.360295242,5,8
,2021,6,29,0,21,-29,-9,992,SW,0.373559277,0,1
,2022,4,8,4,289,-2,27,1017,NE,28.62572021,7,3
,2016,8,12,3,109,-27,21,993,NE,48.43352614,2,2
,2012,2,25,14,48,22,24,1001,NE,24.20665062,3,3
,2022,5,23,9,128,19,26,1013,NW,10.63059703,5,3
,2016,6,1,3,72,-2,-4,1022,SW,23.16400115,3,7
,2010,11,25,6,52,0,-4,992,NW,30.10418605,7,2
,2011,8,15,4,167,-14,16,993,SE,40.06841584,8,2
,2014,2,13,14,44,-21,-1,1019,SE,22.63393054,4,5
,2020,9,25,4,104,-4,22,995,SE,8.647603229,0,2
,2022,7,10,12,149,22,32,1019,SW,9.400497471,7,4
,2018,10,18,5,145,10,-4,997,NW,44.98630082,1,3
,2010,4,30,23,203,-16,-5,1007,NE,11.81209444,5,3
,2014,10,18,19,298,29,-5,1005,SE,36.40088126,5,1
,2015,2,7,15,166,13,2,995,SE,13.447439,6,8
,2012,8,15,8,200,0,37,1013,NW,36.02810302,8,4
,2014,2,30,5,133,-10,2,1017,NE,3.91818649,0,4
,2011,2,5,7,210,29,-9,1021,SW,10.36965247,9,6
,2020,9,5,3,47,28,8,1014,SE,20.43506456,7,2
,2017,4,1,8,125,27,8,1017,SE,25.765829,4,5
,2021,7,6,10,238,10,39,1010,SE,17.64755311,5,0
,2012,10,16,10,6,15,27,997,NE,28.67581639,7,4
,2014,4,8,15,271,14,-9,1025,SE,16.26849183,7,4
,2022,5,4,8,36,29,15,998,NE,33.92194729,6,8
,2021,1,13,0,210,-5,-5,1029,SE,25.56035203,6,4
,2010,10,19,0,164,7,9,1010,SE,35.25546364,0,7
,2014,1,10,6,124,20,12,990,NE,21.54894806,7,2
,2010,10,26,2,191,5,4,993,NE,43.82500685,2,5
,2018,10,17,6,217,21,-5,999,SW,19.10663865,4,1
,2011,3,20,0,213,-14,17,1015,NW,15.40668347,3,8
,2015,6,18,0,61,20,24,1029,SE,27.85425089,9,5
,2018,12,5,6,160,-28,0,992,SE,25.4586227,2,4
,2012,1,12,3,65,-17,-3,998,NW,25.90490367,9,8
,2015,12,26,17,285,18,39,1021,NW,39.80650455,4,0
,2010,12,1,20,238,-18,38,992,NW,29.42983847,2,2
,2016,4,25,4,19,10,13,993,SE,44.26327294,8,1
,2011,9,25,13,187,-4,10,995,SE,30.95484917,8,8
,2014,2,21,19,81,-30,38,998,SE,1.085057205,5,5
,2014,2,1,14,201,26,25,1015,NE,43.5196772,2,5
,2021,2,3,17,131,-14,-4,991,SW,41.98922463,4,4
,2010,10,7,3,36,17,-6,991,SW,2.442493375,7,3
,2020,10,21,1,131,19,18,1010,NW,6.264222929,8,3
,2016,7,11,10,76,3,5,1011,NW,27.81780054,2,1
,2013,7,25,19,88,-17,-5,992,SE,2.142628393,4,6
,2013,6,20,14,252,23,3,1024,SW,20.55839892,1,5
,2016,2,21,5,193,24,-9,1027,SW,48.7680324,1,2
,2019,5,15,4,175,28,14,1022,NE,8.638807485,1,6
,2022,6,3,10,32,-14,20,1004,SE,10.30479116,5,8
,2010,6,8,9,57,-28,39,1000,SE,33.81741908,2,9
,2015,10,29,12,200,3,39,999,SW,2.198910453,9,0
,2010,6,3,15,27,9,2,1025,SW,41.03430808,4,9
,2022,6,22,9,34,-6,7,1003,NE,9.951557627,7,7
,2015,1,23,5,124,-29,6,991,NE,26.5777082,4,1
,2019,12,13,1,41,3,34,1026,SE,12.43815805,1,0
,2011,4,2,0,84,-5,17,1018,NE,32.94409686,5,8
,2019,1,23,4,187,0,1,1024,SW,29.36080461,1,1
,2020,12,31,10,110,-22,24,1009,SE,47.32198669,7,6
,2010,3,3,2,270,-1,11,1010,SW,22.28003778,1,6
,2017,12,19,2,104,-11,28,1023,SE,43.74394814,6,0
,2016,11,15,9,40,-10,-10,1022,SE,28.79109183,3,9
,2011,11,21,4,214,-2,26,1008,SW,45.72313261,3,0
,2011,11,15,2,70,28,10,997,SE,14.59110319,7,6
,2014,11,20,21,55,-6,-10,1020,SE,27.4880524,3,5
,2013,2,26,22,235,7,-7,1000,NE,19.50148208,7,3
,2021,2,7,5,280,27,21,997,SW,3.294865873,8,2
,2013,6,3,9,104,13,-10,1014,SW,28.71329014,7,4
,2018,1,25,7,161,-6,2,1009,NE,39.71142003,3,4
,2020,4,17,3,190,-22,35,1027,SE,27.81018138,4,2
,2010,9,30,5,8,8,36,996,NW,13.96710821,5,5
,2022,3,29,12,59,13,6,1002,NW,13.19145183,8,2
,2019,8,28,18,224,-5,1,1028,SW,11.89192705,4,3
,2018,9,2,9,187,26,-4,999,NE,48.98158142,1,2
,2021,2,16,11,69,6,-8,997,SE,19.96097706,6,5
,2012,5,11,11,292,-15,39,1009,NE,15.84348818,5,8
,2017,6,9,22,286,6,15,1006,SE,20.92340379,2,2
,2014,5,11,5,168,-19,20,1000,SW,5.789896326,7,0
,2019,6,24,11,61,-7,25,1005,SW,9.800976414,2,6
,2012,5,23,5,13,-5,15,1026,NW,25.44510709,9,4
,2018,7,25,2,163,-11,-8,1021,NE,39.9423582,3,3
,2018,5,5,15,244,-22,33,1015,SW,43.82133451,8,2
,2017,5,13,15,7,-8,17,1026,NE,43.29923838,3,6
,2012,12,19,0,153,8,33,998,SW,47.23754342,1,1
,2012,7,13,1,35,-2,6,1024,SE,6.288576189,8,3
,2019,3,2,10,47,0,27,992,SE,2.048514217,9,1
,2021,10,22,2,84,-12,36,1020,NW,5.286560902,7,9
,2020,7,29,10,27,-11,19,996,SW,30.03711267,3,7
,2019,8,2,16,195,-8,-9,991,NW,27.80594929,5,2
,2012,5,8,10,207,12,-3,1014,NW,33.56050315,5,4
,2020,4,5,13,203,-4,3,1029,SW,18.55453202,1,3
,2015,2,11,23,103,-1,26,1001,SW,19.5794403,8,4
,2021,5,2,15,229,-10,24,1019,SE,27.27875449,5,3
,2011,6,6,22,100,13,31,1019,NW,3.952805672,4,7
,2018,11,22,6,28,4,28,1018,SE,39.99360831,1,5
,2011,9,30,2,126,18,0,1000,NE,46.1427774,9,0
,2019,6,24,8,9,-24,4,1012,NE,19.36726004,0,4
,2017,6,12,20,105,-9,-9,1006,NW,36.97862136,6,0
,2019,6,6,6,166,-21,26,1002,NW,27.44173601,3,2
,2013,8,16,12,256,-8,32,1022,SW,11.80042972,6,5
,2013,6,19,0,294,-16,21,990,SW,3.389889492,4,8
,2014,11,24,21,276,-1,29,1029,NW,12.29494553,0,2
,2010,11,18,9,64,3,2,1002,NW,30.24530773,4,3
,2013,1,9,0,270,-18,32,1027,NE,2.011488801,3,9
,2015,1,22,13,187,29,6,992,SE,41.80953654,0,0
,2021,10,17,5,137,-27,4,1005,NE,48.51530968,9,9
,2019,12,20,21,104,-13,22,996,NE,4.175095597,1,1
,2011,2,17,22,33,25,5,992,SE,12.33489654,8,6
,2020,1,3,22,109,-8,2,1003,NW,33.78168077,0,7
,2012,3,30,10,32,2,11,1005,NW,40.30401617,9,0
,2020,3,15,14,230,3,12,993,NE,17.29970458,3,8
,2013,4,10,11,265,3,25,1020,NE,25.76192152,7,5
,2012,6,22,18,181,5,32,1002,SE,44.58797015,4,0
,2018,10,31,6,64,4,39,1016,SW,19.2199171,9,3
,2015,7,19,17,0,-14,39,990,SW,4.076913673,6,3
,2020,9,5,10,132,-3,-1,1014,NW,49.74470609,1,6
,2014,8,24,1,79,-17,6,1026,SW,9.014010273,3,0
,2014,6,24,16,270,3,19,1000,NW,2.43909088,3,9
,2011,9,13,13,240,17,2,998,NW,20.53267987,0,8
,2021,4,25,17,27,-20,19,996,NW,6.073176065,7,0
,2022,11,28,14,222,26,35,1003,SE,48.93666922,2,9
,2018,6,31,17,22,-18,19,1019,NE,19.0396928,3,2
,2011,7,4,8,108,2,-4,1013,SW,41.29055665,1,0
,2014,2,14,18,106,26,-1,992,SE,8.830269475,9,0
,2016,12,21,14,144,24,24,1028,SW,6.940737838,4,3
,2012,1,20,0,138,-29,-9,1016,SE,32.4646565,4,1
,2022,10,7,11,283,3,19,990,SW,45.46550679,2,8
,2017,8,28,17,297,22,8,1027,SW,5.726822748,7,0
,2014,8,25,9,98,-2,28,1015,NE,29.46269828,0,2
,2019,11,6,23,122,6,26,995,SW,4.246974571,1,1
,2021,7,11,1,286,-27,-8,1001,SE,40.6081472,0,0
,2012,9,11,10,80,-19,14,1027,SW,45.46529568,5,8
,2012,9,18,19,9,-5,23,1024,NE,31.43971516,3,4
,2012,12,7,8,7,27,11,999,SW,34.41715513,9,5
,2020,3,19,22,204,-3,27,998,SE,2.771823231,0,7
,2021,1,24,16,196,-28,3,1012,SW,3.648859344,6,6
,2012,9,3,10,197,-11,28,1019,NE,8.9835278,8,6
,2013,1,9,20,29,-21,-9,1011,NE,13.69142337,4,8
,2019,12,14,20,19,21,21,998,NE,37.99280584,6,2
,2010,1,17,17,47,-13,32,1008,NE,21.77146235,3,9
,2021,12,22,22,129,22,-8,997,NW,3.912484337,3,7
,2012,5,27,12,292,22,30,993,NE,42.63225311,3,5
,2019,2,26,16,131,22,-3,994,SW,49.69133513,4,7
,2019,2,23,0,53,-4,15,1008,SW,22.75131464,7,3
,2014,5,3,9,280,0,21,1007,SW,25.58820028,3,0
,2022,7,6,0,264,-4,0,1018,SW,3.92547196,6,2
,2017,6,11,10,214,11,39,1008,NW,19.15087154,8,9
,2017,5,13,22,289,-30,-10,995,NW,18.59021799,5,2
,2018,3,30,13,42,-25,4,994,NW,48.28957565,3,0
,2018,9,26,19,73,-20,-7,994,SW,33.02157546,4,4
,2022,8,14,3,277,3,-7,997,SE,39.10915801,7,5
,2015,11,3,8,241,8,17,1016,SE,6.41660253,3,8
,2022,3,9,19,129,-11,-1,1026,SW,20.84634409,3,7
,2019,7,6,7,193,22,0,1027,NE,9.577640115,6,3
,2016,3,11,14,31,-10,39,1026,NE,43.00944891,5,5
,2021,11,8,0,105,-10,12,1007,SW,7.618618763,0,2
,2022,6,20,18,203,-13,36,1015,NE,21.94356095,8,0
,2020,3,8,15,0,-10,-8,1005,NE,2.682514088,4,8
,2021,8,21,11,244,-12,28,1011,SE,31.71471471,9,7
,2013,3,15,16,71,-27,28,1012,SW,24.0962375,1,5
,2012,5,15,0,14,-18,6,992,NW,24.89833862,4,2
,2020,3,8,18,52,-13,11,992,SE,5.08094553,7,4
,2012,8,13,19,7,21,16,1001,SW,25.69905926,5,8
,2011,10,15,13,45,-2,5,1012,SW,28.18917454,7,6
,2017,9,16,5,113,-6,5,1000,SE,48.14200433,4,1
,2016,6,29,18,146,25,29,1018,NE,1.661134164,3,5
,2017,10,2,23,165,-18,-8,995,NE,46.13568047,9,8
,2022,4,30,23,138,-4,36,1005,SE,23.9782229,2,9
,2015,10,29,18,116,29,22,1023,SW,10.50572627,1,0
,2022,4,3,18,298,-12,31,1026,NW,33.27730415,8,4
,2019,5,16,11,275,18,-9,1000,SW,25.85261086,0,8
,2021,12,10,12,276,-30,28,1000,NW,11.33775082,9,2
,2019,11,20,5,177,7,35,1014,NW,31.34134229,1,2
,2014,3,1,16,153,-12,37,1008,SW,23.66311376,5,9
,2010,11,5,0,200,21,16,1021,SW,34.45073092,5,8
,2017,4,3,10,114,-30,4,997,SW,34.45384641,0,2
,2011,12,7,4,158,9,-4,1001,NW,23.64076595,7,8
,2010,4,18,6,41,-14,34,1024,NE,19.53981055,3,9
,2018,1,14,0,246,-10,31,995,NW,3.162212071,6,2
,2020,1,14,14,67,-9,-2,1010,NW,24.6923299,9,7
,2020,9,27,17,195,-16,30,1015,NW,12.15575145,8,9
,2017,3,14,10,89,19,-5,990,SE,2.662373231,1,8
,2020,5,29,0,110,8,1,1006,NE,16.51901152,6,2
,2018,2,1,18,144,17,19,1024,NW,4.373450936,0,0
,2014,1,18,23,274,8,9,1016,NW,28.98709115,2,8
,2012,7,3,1,178,1,9,991,SE,25.18345324,3,6
,2020,10,26,9,240,18,35,1025,NW,39.62144987,2,5
,2017,9,21,11,152,-27,16,990,NE,13.38167718,7,3
,2013,4,22,6,103,13,9,999,NW,18.57645327,6,4
,2010,4,24,12,74,14,-4,1020,NE,34.44751943,2,6
,2018,3,13,1,127,1,29,1026,NE,49.64722601,6,8
,2020,3,20,18,198,-27,29,994,SW,45.20848787,1,5
,2013,2,15,19,153,22,19,1002,SE,26.04124492,2,3
,2021,3,20,22,55,-30,-3,1013,SE,33.89736479,6,3
,2011,5,29,5,277,2,-9,1016,SE,26.59611633,9,9
,2019,8,18,22,18,-24,3,990,SW,21.7402766,4,2
,2012,8,3,6,158,-22,-1,1009,SW,30.11488448,8,1
,2015,5,19,1,25,-30,39,997,NE,19.32496127,7,3
,2018,11,15,16,168,-15,7,992,SE,14.00941779,5,5
,2015,1,18,21,22,-13,7,1021,SW,35.28369514,3,0
,2021,10,1,22,46,23,5,1014,SW,43.59867064,2,1
,2021,2,18,1,12,16,-6,1014,SW,14.4012153,5,7
,2013,8,5,17,216,-25,20,1003,NE,35.34458089,8,2
,2010,10,24,8,193,-29,26,1016,NW,21.70095018,4,0
,2011,9,31,10,143,-22,9,1021,SW,15.10425186,6,1
,2016,11,21,13,72,-27,12,1016,SW,31.05554893,6,2
,2012,7,12,4,155,14,21,993,SW,46.97072311,6,1
,2011,9,19,22,76,-8,31,1028,SE,17.58457407,8,3
,2021,12,23,0,168,23,6,1000,SE,37.97396511,1,3
,2015,9,20,19,286,12,2,992,SW,15.73490412,7,9
,2013,11,23,1,84,14,38,1014,NE,40.19341906,1,1
,2010,6,24,10,181,12,39,1013,NW,37.99923622,0,0
,2018,6,19,13,296,20,2,998,SE,38.28163858,9,2
,2018,7,26,4,111,-23,6,997,NW,49.8854034,5,3
,2020,1,1,0,229,8,4,1028,SW,7.02587859,1,5
,2014,11,24,9,95,-6,15,1020,SE,19.44196166,4,4
,2017,9,22,22,167,-15,33,1006,NW,31.54060833,0,1
,2015,1,3,17,155,4,17,1020,SW,29.52377362,6,3
,2016,8,25,18,104,-14,31,993,SE,39.03165423,0,5
,2022,10,1,4,192,-13,34,993,SW,2.345479087,7,3
,2015,2,24,8,131,29,19,1026,SE,35.25255844,4,6
,2016,10,25,12,137,-4,32,997,NW,36.88619783,4,5
,2012,11,26,12,269,-16,24,995,NW,3.055055798,2,5
,2020,7,17,3,37,29,11,998,SE,26.93411786,1,9
,2012,5,9,23,44,-14,-1,997,NE,12.24963522,5,1
,2019,8,5,15,162,12,0,1021,SW,40.08136307,3,6
,2012,11,5,23,252,-26,27,1004,NW,2.48068031,9,8
,2019,10,11,3,168,-15,22,1007,NE,7.308207365,3,5
,2015,7,21,10,284,-16,-5,1012,SE,5.222688564,5,7
,2010,8,27,3,273,11,26,994,NW,3.260885273,1,5
,2021,2,17,1,19,15,-4,1016,NW,30.00368315,1,5
,2022,10,16,23,238,3,33,1022,SW,43.42734613,9,3
,2021,11,5,16,269,17,1,991,NE,25.54865623,9,5
,2022,9,12,11,30,-12,-4,1027,SW,10.5290761,3,9
,2018,12,14,11,103,-23,-9,1017,SE,17.18981342,5,3
,2022,6,30,20,169,16,-10,1013,NW,18.0183111,1,9
,2018,11,10,7,185,-21,12,1010,NE,22.58176988,6,5
,2013,6,13,21,127,-26,14,1020,SW,21.0269183,7,0
,2011,6,15,9,209,21,7,1000,NE,33.55756262,8,6
,2016,1,26,19,280,17,33,1017,SE,16.99560855,5,1
,2022,7,6,18,252,22,-4,1029,NW,33.14826964,1,5
,2016,2,5,16,18,-5,-8,993,NE,27.33867255,5,8
,2015,2,16,3,199,-9,18,1005,SE,2.425442353,7,9
,2017,5,6,12,219,13,-1,1001,SE,45.98360421,9,2
,2012,6,29,12,135,-8,32,1011,NW,8.897869679,0,3
,2011,1,31,18,222,-18,-6,1024,SW,22.5764428,5,4
,2019,12,28,1,2,-22,23,1005,NW,47.37986006,0,7
,2010,1,25,12,235,18,-3,1013,NW,12.36666007,5,9
,2021,1,23,15,227,-11,3,1024,NE,1.108227427,9,5
,2012,7,11,12,141,-3,29,1017,NE,24.50249125,3,7
,2017,12,29,3,8,13,-5,1018,SW,11.1965598,2,2
,2021,1,21,19,189,26,-10,1010,SE,29.10137616,2,2
,2017,9,31,8,164,6,22,1014,NE,40.85540563,3,8
,2016,3,26,11,138,-7,29,1028,SW,25.56099578,2,5
,2021,12,9,5,275,13,0,1020,NW,32.25146724,8,7
,2011,10,21,5,290,2,39,1004,SE,33.30761979,3,3
,2012,2,5,5,52,-11,13,1024,NW,41.02672483,0,4
,2022,6,11,12,174,29,-1,1027,SE,34.39634045,3,8
,2016,2,6,21,109,17,33,1011,NE,48.80860759,0,6
,2020,5,24,23,202,-1,12,994,NW,22.81056265,9,4
,2017,5,17,3,135,13,5,1002,NW,2.512918676,9,6
,2018,9,9,16,3,-22,26,1021,SE,19.70134517,2,8
,2015,12,8,2,154,14,5,992,SW,41.99390213,3,2
,2019,4,30,7,171,18,33,1004,SE,6.653382669,3,2
,2012,8,7,0,46,-14,20,1016,NE,36.79699263,8,3
,2018,7,5,20,93,5,-5,1016,SW,26.78307291,5,9
,2014,7,17,17,47,-17,19,1019,NW,45.03330485,2,6
,2021,1,23,19,239,-12,26,995,NW,36.55948334,6,4
,2013,6,9,18,212,-24,-10,1014,NW,33.02620553,3,4
,2018,6,19,0,138,28,31,1017,NE,44.34389646,6,3
,2019,10,12,4,204,-28,14,1011,NW,45.41099636,1,7
,2021,8,8,18,72,2,35,993,NW,19.24583522,6,2
,2011,6,16,0,3,13,10,1004,SW,46.39236559,7,1
,2019,8,14,16,75,1,24,1015,NE,2.734900093,6,3
,2013,6,14,0,76,16,27,1007,NW,38.12833139,5,7
,2022,8,19,3,255,-20,-6,998,SW,16.82654711,3,3
,2015,5,28,4,101,11,38,993,NW,24.36984728,8,7
,2020,9,3,7,105,-29,39,994,SW,41.7874943,0,4
,2015,12,7,14,38,-5,1,995,NW,31.85193619,4,8
,2021,4,6,12,274,-27,-6,1001,NE,22.87455123,0,1
,2020,6,30,6,87,-14,-2,1020,SE,8.196662139,9,7
,2019,11,5,13,210,-14,33,998,NE,46.96323978,0,6
,2014,2,16,3,76,-3,-2,996,SW,16.62387383,5,1
,2019,3,11,17,76,-1,24,1018,NW,5.058076181,5,4
,2016,4,23,17,27,9,-10,1003,NE,28.20733736,6,5
,2014,3,25,1,244,-8,36,1009,NW,20.31398956,9,8
,2015,12,1,16,65,15,-1,1021,NE,29.52555802,8,7
,2010,7,10,15,265,-7,35,1011,SW,11.67649812,5,6
,2017,9,29,5,204,-2,28,1025,SE,18.93644325,1,0
,2014,6,17,19,57,-27,25,1007,NE,48.62541869,3,9
,2014,3,31,13,200,7,26,1029,NW,46.82681045,8,2
,2019,9,21,18,224,-2,37,1014,NW,43.21908719,1,0
,2015,1,24,0,141,-12,24,1020,NW,38.95604312,6,9
,2015,5,23,11,83,-4,6,1024,SW,7.827988743,3,5
,2017,11,7,22,142,-2,2,1015,SW,23.3465295,9,2
,2013,11,3,15,32,25,-5,993,SE,36.39513929,5,1
,2013,10,25,8,151,5,26,1009,NW,13.08837829,0,9
,2012,10,5,19,157,4,37,1023,SE,1.653710658,7,1
,2018,5,27,15,140,21,21,1001,NW,20.90494497,5,7
,2017,2,30,12,250,-25,0,1005,NE,21.25706982,6,0
,2014,5,12,0,111,28,6,994,NE,3.255012871,5,8
,2020,1,10,2,143,-8,-6,1024,NE,16.03077896,6,6
,2017,1,3,14,208,8,-5,1016,NW,45.86500299,4,0
,2015,11,16,15,223,15,-1,990,NE,12.51484035,2,4
,2014,4,6,13,42,13,22,1023,NW,28.45799086,5,4
,2022,6,16,0,263,17,19,1021,SE,24.39409901,9,1
,2018,11,24,0,243,21,10,1028,SW,43.10628906,8,0
,2018,2,8,4,2,-23,31,1022,NE,32.67751219,5,6
,2020,5,20,4,124,24,6,1020,NW,7.92147474,8,8
,2017,11,29,7,267,-29,16,1002,NW,7.143436342,1,7
,2021,10,31,0,83,-18,-8,991,SE,27.87436138,0,6
,2022,5,20,23,15,9,18,1019,SE,2.323318118,3,3
,2019,3,9,17,58,26,-9,999,SW,19.6765473,4,9
,2012,4,30,0,176,-10,18,1012,SE,19.95055396,9,6
,2022,11,30,13,62,0,38,1022,SW,9.81665606,6,7
,2018,2,13,10,48,21,25,1028,SW,15.05061047,7,8
,2015,7,26,23,245,17,23,1018,SE,16.49741207,0,8
,2018,3,2,9,288,5,26,1019,SW,0.587929958,5,4
,2010,6,29,17,285,17,31,1023,NE,40.29457018,0,4
,2010,9,9,20,14,21,-10,1028,SW,47.87231246,7,5
,2015,7,29,9,254,7,15,1006,NW,14.46332621,0,7
,2021,4,13,21,91,-4,-10,1011,NW,5.599277883,3,2
,2013,2,14,18,278,5,-7,994,NW,47.67760716,2,2
,2014,12,24,12,205,17,28,1000,SE,37.02755106,1,4
,2014,7,13,8,93,-8,3,1011,NW,44.55712141,7,0
,2012,8,19,8,224,24,35,1021,SE,18.04380757,5,4
,2018,3,16,7,198,-10,7,1013,NW,24.20311379,3,8
,2010,11,18,12,270,-18,23,1000,SW,46.5119853,2,4
,2015,7,16,6,233,6,-10,1000,SE,22.97762236,5,6
,2011,1,2,20,45,16,11,1006,NW,33.6047647,5,9
,2011,11,1,1,63,-5,5,1021,SW,35.23993974,4,8
,2018,8,10,18,229,9,11,1008,SE,41.85569213,2,7
,2019,7,25,20,248,-24,39,1016,SW,48.75894956,9,4
,2011,6,14,23,245,15,5,1021,SW,16.74496665,8,1
,2018,11,17,0,74,8,17,1014,SW,12.37254247,5,4
,2021,3,18,10,156,-9,17,1017,SE,3.885297459,4,9
,2021,4,7,0,222,8,11,1029,SE,42.82687618,6,7
,2017,8,21,22,189,-8,-5,1016,NE,14.6339936,0,0
,2016,1,29,16,51,27,14,1003,NE,2.480639767,6,9
,2017,2,27,18,87,-1,31,1028,NE,43.26352364,0,3
,2022,1,17,7,65,-13,-9,991,NE,25.49547139,8,0
,2021,4,4,8,149,11,-4,1006,SE,41.91566023,5,4
,2018,6,12,20,19,-13,6,990,NE,27.72409799,6,1
,2019,5,22,14,32,15,24,1021,NW,15.68648744,6,1
,2018,6,8,21,280,-21,9,1008,NE,6.489079586,0,6
,2012,2,2,7,45,8,33,1003,NW,21.85807564,1,3
,2019,5,26,2,72,-1,-9,1020,NW,1.32745213,9,1
,2010,1,28,16,132,-5,-4,1007,SW,30.12297214,2,2
,2017,6,19,17,54,-24,21,1003,SW,21.38323184,7,2
,2022,4,31,10,60,-24,38,1003,SW,7.076181707,8,1
,2022,12,14,10,7,-26,8,1013,NE,26.51172454,7,6
,2019,10,23,1,271,-30,1,994,SE,40.04553486,5,0
,2013,9,17,23,245,15,-2,1005,NW,48.74001431,1,8
,2014,12,23,15,175,-13,16,994,SE,26.3679249,1,4
,2020,3,17,2,115,-18,3,1002,SE,6.477548052,9,3
,2015,3,8,12,270,-6,-9,1005,NE,40.53530929,6,2
,2015,9,6,12,192,9,10,1004,SE,34.78942945,8,2
,2016,4,10,19,149,-23,-7,1020,SE,47.69856238,5,2
,2019,7,30,23,130,-21,10,994,SW,26.76064989,0,0
,2012,10,7,19,101,1,37,1010,SW,17.85519576,8,1
,2011,2,2,18,269,-14,11,1019,NW,48.14200602,6,6
,2021,1,15,16,291,7,38,1012,NW,26.92222907,2,2
,2018,10,22,19,209,-16,-9,1027,SW,0.795283815,1,5
,2011,1,5,17,66,-16,6,1018,NE,23.68345063,2,3
,2018,6,3,13,9,26,8,1002,NE,0.118901547,1,9
,2019,4,9,1,48,17,29,1021,NW,36.88539067,9,4
,2013,2,5,15,110,9,13,1016,SW,28.29725568,1,7
,2020,7,24,7,218,20,9,1023,NE,5.4900556,3,1
,2010,8,20,9,56,-11,27,1022,SE,40.65056536,5,9
,2012,7,29,15,282,-16,1,993,NW,26.82186186,2,4
,2019,10,6,6,112,4,14,1007,NW,5.703018884,8,1
,2011,9,4,5,132,-25,12,995,SE,8.000543763,4,8
,2013,1,4,3,70,-1,39,1017,SE,41.10519259,4,1
,2011,10,25,2,82,26,23,1016,NW,17.77434377,6,0
,2021,6,21,10,56,-23,21,1015,SE,41.05480379,8,3
,2019,8,17,9,270,0,13,1009,NE,3.475167897,0,6
,2015,9,15,13,110,17,31,1002,NW,12.19295311,8,1
,2020,11,27,4,75,16,14,1017,NE,38.22912979,1,9
